1,1,42
1,2,42
1,3,56
1,4,35
1,5,46
1,6,46
1,7,31
1,8,31
1,9,44
1,10,30
1,11,45
1,12,57
1,13,38
1,14,49
1,15,51
1,16,53
1,17,52
1,18,45
1,19,35
1,20,31
1,21,31
1,22,36
1,23,35
1,24,57
2,25,45
2,26,54
2,27,56
2,28,50
2,29,39
2,30,50
2,31,53
2,32,31
2,33,36
2,34,48
2,35,36
2,36,57
2,37,43
2,38,48
2,39,47
2,40,52
2,41,40
2,42,52
2,43,52
2,44,34
2,45,55
2,46,45
2,47,39
2,48,57
3,49,40
3,50,43
3,51,30
3,52,40
3,53,50
3,54,53
3,55,37
3,56,39
3,57,39
3,58,32
3,59,46
3,60,57
3,61,53
3,62,54
3,63,30
3,64,50
3,65,32
3,66,34
3,67,41
3,68,56
3,69,47
3,70,32
3,71,41
3,72,57
4,73,35
4,74,53
4,75,37
4,76,33
4,77,33
4,78,36
4,79,33
4,80,30
4,81,41
4,82,36
4,83,36
4,84,57
4,85,46
4,86,53
4,87,52
4,88,30
4,89,57
4,90,56
4,91,41
4,92,34
4,93,46
4,94,39
4,95,36
4,96,57
5,97,51
5,98,57
5,99,43
5,100,50
5,101,39
5,102,51
5,103,34
5,104,31
5,105,31
5,106,32
5,107,37
5,108,57
5,109,50
5,110,56
5,111,34
5,112,55
5,113,39
5,114,42
5,115,31
5,116,31
5,117,46
5,118,37
5,119,45
5,120,57
6,121,30
6,122,52
6,123,41
6,124,55
6,125,31
6,126,34
6,127,48
6,128,32
6,129,54
6,130,36
6,131,32
6,132,57
6,133,42
6,134,55
6,135,33
6,136,45
6,137,53
6,138,56
6,139,35
6,140,33
6,141,50
6,142,38
6,143,42
6,144,57
7,145,32
7,146,43
7,147,38
7,148,54
7,149,42
7,150,32
7,151,35
7,152,45
7,153,39
7,154,41
7,155,46
7,156,57
7,157,41
7,158,50
7,159,54
7,160,37
7,161,31
7,162,42
7,163,31
7,164,53
7,165,36
7,166,49
7,167,51
7,168,57
8,169,49
8,170,50
8,171,34
8,172,36
8,173,38
8,174,38
8,175,35
8,176,35
8,177,57
8,178,57
8,179,31
8,180,57
8,181,47
8,182,53
8,183,55
8,184,39
8,185,45
8,186,50
8,187,44
8,188,31
8,189,40
8,190,41
8,191,34
8,192,57
9,193,35
9,194,39
9,195,55
9,196,55
9,197,43
9,198,48
9,199,38
9,200,52
9,201,49
9,202,55
9,203,50
9,204,57
9,205,39
9,206,32
9,207,45
9,208,47
9,209,44
9,210,55
9,211,31
9,212,34
9,213,49
9,214,41
9,215,38
9,216,57
10,217,50
10,218,33
10,219,50
10,220,50
10,221,35
10,222,32
10,223,45
10,224,46
10,225,48
10,226,46
10,227,43
10,228,57
10,229,49
10,230,42
10,231,45
10,232,49
10,233,53
10,234,56
10,235,52
10,236,31
10,237,39
10,238,51
10,239,49
10,240,57
11,241,46
11,242,47
11,243,43
11,244,36
11,245,53
11,246,30
11,247,56
11,248,49
11,249,48
11,250,51
11,251,48
11,252,57
11,253,53
11,254,39
11,255,49
11,256,32
11,257,36
11,258,36
11,259,43
11,260,33
11,261,33
11,262,57
11,263,49
11,264,57
12,265,33
12,266,49
12,267,52
12,268,56
12,269,51
12,270,43
12,271,55
12,272,45
12,273,53
12,274,56
12,275,56
12,276,57
12,277,44
12,278,36
12,279,39
12,280,50
12,281,52
12,282,33
12,283,46
12,284,41
12,285,44
12,286,48
12,287,33
12,288,57
13,289,43
13,290,45
13,291,44
13,292,42
13,293,39
13,294,45
13,295,40
13,296,38
13,297,36
13,298,31
13,299,49
13,300,52
13,301,48
13,302,31
13,303,51
13,304,51
13,305,47
13,306,48
13,307,47
13,308,41
13,309,34
13,310,30
13,311,32
13,312,52
14,313,42
14,314,40
14,315,52
14,316,51
14,317,48
14,318,50
14,319,37
14,320,40
14,321,51
14,322,43
14,323,46
14,324,52
14,325,45
14,326,33
14,327,34
14,328,48
14,329,37
14,330,47
14,331,52
14,332,37
14,333,35
14,334,32
14,335,50
14,336,52
15,337,44
15,338,32
15,339,33
15,340,32
15,341,51
15,342,52
15,343,30
15,344,43
15,345,51
15,346,32
15,347,30
15,348,52
15,349,45
15,350,34
15,351,47
15,352,35
15,353,42
15,354,46
15,355,31
15,356,48
15,357,45
15,358,49
15,359,35
15,360,52
16,361,42
16,362,48
16,363,49
16,364,49
16,365,39
16,366,43
16,367,39
16,368,43
16,369,48
16,370,31
16,371,38
16,372,52
16,373,46
16,374,41
16,375,33
16,376,39
16,377,42
16,378,37
16,379,35
16,380,49
16,381,38
16,382,40
16,383,33
16,384,52
17,385,47
17,386,39
17,387,51
17,388,39
17,389,49
17,390,35
17,391,49
17,392,37
17,393,32
17,394,31
17,395,47
17,396,52
17,397,44
17,398,30
17,399,34
17,400,48
17,401,40
17,402,51
17,403,36
17,404,33
17,405,45
17,406,46
17,407,40
17,408,52
18,409,36
18,410,42
18,411,35
18,412,41
18,413,46
18,414,42
18,415,42
18,416,34
18,417,49
18,418,48
18,419,34
18,420,52
18,421,36
18,422,49
18,423,46
18,424,43
18,425,51
18,426,41
18,427,45
18,428,33
18,429,37
18,430,34
18,431,31
18,432,52
19,433,32
19,434,33
19,435,32
19,436,42
19,437,44
19,438,32
19,439,47
19,440,34
19,441,49
19,442,45
19,443,48
19,444,52
19,445,44
19,446,49
19,447,31
19,448,36
19,449,38
19,450,47
19,451,41
19,452,36
19,453,43
19,454,30
19,455,39
19,456,52
20,457,34
20,458,37
20,459,51
20,460,39
20,461,44
20,462,48
20,463,46
20,464,40
20,465,33
20,466,41
20,467,32
20,468,52
20,469,44
20,470,35
20,471,33
20,472,46
20,473,32
20,474,39
20,475,51
20,476,32
20,477,43
20,478,39
20,479,32
20,480,52
21,481,33
21,482,44
21,483,45
21,484,51
21,485,48
21,486,39
21,487,49
21,488,33
21,489,44
21,490,40
21,491,30
21,492,52
21,493,31
21,494,33
21,495,36
21,496,38
21,497,39
21,498,34
21,499,49
21,500,37
21,501,36
21,502,48
21,503,38
21,504,52
22,505,51
22,506,49
22,507,41
22,508,30
22,509,38
22,510,39
22,511,51
22,512,34
22,513,49
22,514,40
22,515,46
22,516,52
22,517,39
22,518,37
22,519,44
22,520,39
22,521,40
22,522,48
22,523,39
22,524,33
22,525,48
22,526,31
22,527,46
22,528,52
23,529,50
23,530,50
23,531,36
23,532,33
23,533,43
23,534,34
23,535,43
23,536,44
23,537,51
23,538,34
23,539,51
23,540,52
23,541,33
23,542,43
23,543,35
23,544,42
23,545,51
23,546,32
23,547,51
23,548,32
23,549,38
23,550,41
23,551,47
23,552,52
24,553,42
24,554,50
24,555,51
24,556,39
24,557,32
24,558,42
24,559,42
24,560,46
24,561,38
24,562,37
24,563,49
24,564,52
24,565,50
24,566,44
24,567,33
24,568,50
24,569,36
24,570,50
24,571,35
24,572,40
24,573,45
24,574,52
24,575,37
24,576,52
25,577,37
25,578,32
25,579,41
25,580,43
25,581,45
25,582,50
25,583,51
25,584,51
25,585,38
25,586,36
25,587,48
25,588,52
25,589,43
25,590,44
25,591,50
25,592,43
25,593,42
25,594,49
25,595,50
25,596,51
25,597,49
25,598,49
25,599,46
25,600,52
26,601,42
26,602,42
26,603,41
26,604,31
26,605,50
26,606,42
26,607,40
26,608,36
26,609,48
26,610,50
26,611,45
26,612,52
26,613,50
26,614,49
26,615,35
26,616,34
26,617,43
26,618,51
26,619,42
26,620,41
26,621,32
26,622,46
26,623,43
26,624,52
27,625,51
27,626,36
27,627,41
27,628,44
27,629,30
27,630,38
27,631,33
27,632,35
27,633,48
27,634,52
27,635,48
27,636,52
27,637,30
27,638,49
27,639,43
27,640,44
27,641,40
27,642,40
27,643,52
27,644,50
27,645,45
27,646,38
27,647,48
27,648,52
28,649,39
28,650,50
28,651,33
28,652,35
28,653,46
28,654,40
28,655,47
28,656,30
28,657,39
28,658,33
28,659,40
28,660,52
28,661,38
28,662,39
28,663,48
28,664,50
28,665,34
28,666,35
28,667,30
28,668,36
28,669,30
28,670,45
28,671,43
28,672,52
29,673,37
29,674,36
29,675,40
29,676,36
29,677,39
29,678,39
29,679,31
29,680,40
29,681,36
29,682,42
29,683,37
29,684,52
29,685,33
29,686,37
29,687,32
29,688,44
29,689,36
29,690,51
29,691,33
29,692,39
29,693,52
29,694,42
29,695,47
29,696,52
30,697,47
30,698,44
30,699,36
30,700,33
30,701,33
30,702,37
30,703,33
30,704,32
30,705,45
30,706,38
30,707,36
30,708,52
30,709,30
30,710,30
30,711,52
30,712,36
30,713,42
30,714,32
30,715,50
30,716,50
30,717,40
30,718,49
30,719,43
30,720,52
31,721,33
31,722,39
31,723,43
31,724,32
31,725,36
31,726,31
31,727,35
31,728,33
31,729,39
31,730,52
31,731,38
31,732,52
31,733,33
31,734,48
31,735,51
31,736,34
31,737,51
31,738,34
31,739,31
31,740,33
31,741,44
31,742,32
31,743,46
31,744,52
32,745,50
32,746,50
32,747,45
32,748,40
32,749,49
32,750,40
32,751,46
32,752,52
32,753,38
32,754,50
32,755,44
32,756,52
32,757,48
32,758,39
32,759,30
32,760,31
32,761,42
32,762,39
32,763,49
32,764,41
32,765,51
32,766,46
32,767,44
32,768,52
33,769,42
33,770,31
33,771,33
33,772,32
33,773,38
33,774,34
33,775,35
33,776,45
33,777,31
33,778,41
33,779,34
33,780,52
33,781,40
33,782,40
33,783,33
33,784,39
33,785,37
33,786,42
33,787,47
33,788,34
33,789,36
33,790,35
33,791,45
33,792,52
34,793,31
34,794,31
34,795,41
34,796,34
34,797,49
34,798,31
34,799,35
34,800,51
34,801,47
34,802,44
34,803,46
34,804,52
34,805,52
34,806,40
34,807,37
34,808,50
34,809,50
34,810,42
34,811,43
34,812,49
34,813,50
34,814,32
34,815,46
34,816,52
35,817,49
35,818,47
35,819,39
35,820,48
35,821,47
35,822,49
35,823,34
35,824,51
35,825,38
35,826,38
35,827,47
35,828,52
35,829,48
35,830,48
35,831,46
35,832,30
35,833,34
35,834,44
35,835,30
35,836,46
35,837,47
35,838,49
35,839,32
35,840,52
36,841,41
36,842,30
36,843,35
36,844,37
36,845,45
36,846,37
36,847,30
36,848,40
36,849,51
36,850,40
36,851,39
36,852,52
36,853,39
36,854,46
36,855,32
36,856,50
36,857,37
36,858,46
36,859,50
36,860,39
36,861,39
36,862,44
36,863,32
36,864,52
37,865,32
37,866,51
37,867,43
37,868,50
37,869,48
37,870,36
37,871,31
37,872,45
37,873,35
37,874,51
37,875,46
37,876,52
37,877,42
37,878,40
37,879,45
37,880,31
37,881,52
37,882,40
37,883,34
37,884,32
37,885,35
37,886,47
37,887,44
37,888,52
38,889,30
38,890,36
38,891,44
38,892,44
38,893,38
38,894,38
38,895,46
38,896,46
38,897,46
38,898,39
38,899,36
38,900,52
38,901,36
38,902,45
38,903,47
38,904,49
38,905,50
38,906,36
38,907,39
38,908,30
38,909,42
38,910,41
38,911,43
38,912,52
39,913,49
39,914,48
39,915,31
39,916,42
39,917,35
39,918,50
39,919,31
39,920,51
39,921,33
39,922,46
39,923,38
39,924,52
39,925,34
39,926,49
39,927,33
39,928,32
39,929,35
39,930,40
39,931,36
39,932,42
39,933,31
39,934,48
39,935,52
39,936,52
40,937,41
40,938,42
40,939,42
40,940,35
40,941,30
40,942,51
40,943,52
40,944,47
40,945,34
40,946,52
40,947,50
40,948,52
40,949,50
40,950,50
40,951,46
40,952,31
40,953,49
40,954,45
40,955,39
40,956,38
40,957,35
40,958,50
40,959,35
40,960,52
41,961,36
41,962,43
41,963,30
41,964,46
41,965,39
41,966,40
41,967,41
41,968,31
41,969,51
41,970,41
41,971,37
41,972,52
41,973,33
41,974,39
41,975,45
41,976,51
41,977,36
41,978,44
41,979,38
41,980,44
41,981,51
41,982,43
41,983,51
41,984,52
42,985,44
42,986,32
42,987,33
42,988,50
42,989,31
42,990,45
42,991,44
42,992,34
42,993,31
42,994,47
42,995,32
42,996,52
42,997,33
42,998,33
42,999,34
42,1000,41
42,1001,43
42,1002,36
42,1003,36
42,1004,34
42,1005,36
42,1006,33
42,1007,42
42,1008,52
43,1009,38
43,1010,41
43,1011,35
43,1012,39
43,1013,42
43,1014,48
43,1015,40
43,1016,39
43,1017,46
43,1018,44
43,1019,35
43,1020,52
43,1021,39
43,1022,51
43,1023,47
43,1024,51
43,1025,43
43,1026,48
43,1027,34
43,1028,44
43,1029,46
43,1030,52
43,1031,49
43,1032,52
44,1033,30
44,1034,36
44,1035,49
44,1036,51
44,1037,52
44,1038,31
44,1039,40
44,1040,31
44,1041,41
44,1042,41
44,1043,31
44,1044,52
44,1045,47
44,1046,33
44,1047,33
44,1048,36
44,1049,33
44,1050,33
44,1051,51
44,1052,52
44,1053,46
44,1054,50
44,1055,49
44,1056,52
45,1057,32
45,1058,30
45,1059,38
45,1060,34
45,1061,46
45,1062,45
45,1063,37
45,1064,49
45,1065,38
45,1066,48
45,1067,48
45,1068,52
45,1069,47
45,1070,32
45,1071,34
45,1072,43
45,1073,49
45,1074,49
45,1075,31
45,1076,45
45,1077,43
45,1078,48
45,1079,37
45,1080,52
46,1081,37
46,1082,35
46,1083,44
46,1084,40
46,1085,43
46,1086,31
46,1087,48
46,1088,32
46,1089,37
46,1090,34
46,1091,41
46,1092,52
46,1093,46
46,1094,36
46,1095,44
46,1096,39
46,1097,43
46,1098,37
46,1099,42
46,1100,52
46,1101,42
46,1102,49
46,1103,30
46,1104,52
47,1105,39
47,1106,36
47,1107,42
47,1108,39
47,1109,39
47,1110,45
47,1111,33
47,1112,39
47,1113,38
47,1114,36
47,1115,41
47,1116,52
47,1117,30
47,1118,39
47,1119,43
47,1120,50
47,1121,47
47,1122,50
47,1123,37
47,1124,30
47,1125,52
47,1126,38
47,1127,50
47,1128,52
48,1129,51
48,1130,45
48,1131,38
48,1132,37
48,1133,48
48,1134,34
48,1135,46
48,1136,45
48,1137,37
48,1138,35
48,1139,31
48,1140,52
48,1141,39
48,1142,31
48,1143,45
48,1144,32
48,1145,32
48,1146,31
48,1147,32
48,1148,44
48,1149,34
48,1150,42
48,1151,47
48,1152,52
49,1153,37
49,1154,38
49,1155,30
49,1156,34
49,1157,50
49,1158,37
49,1159,33
49,1160,37
49,1161,51
49,1162,39
49,1163,35
49,1164,52
49,1165,47
49,1166,34
49,1167,47
49,1168,42
49,1169,46
49,1170,36
49,1171,48
49,1172,46
49,1173,36
49,1174,35
49,1175,35
49,1176,52
50,1177,30
50,1178,49
50,1179,50
50,1180,34
50,1181,39
50,1182,43
50,1183,42
50,1184,34
50,1185,36
50,1186,44
50,1187,44
50,1188,52
50,1189,33
50,1190,46
50,1191,47
50,1192,35
50,1193,31
50,1194,35
50,1195,43
50,1196,33
50,1197,44
50,1198,45
50,1199,43
50,1200,52
51,1201,31
51,1202,32
51,1203,32
51,1204,48
51,1205,47
51,1206,45
51,1207,51
51,1208,42
51,1209,38
51,1210,33
51,1211,49
51,1212,52
51,1213,39
51,1214,31
51,1215,52
51,1216,41
51,1217,49
51,1218,42
51,1219,48
51,1220,49
51,1221,48
51,1222,40
51,1223,31
51,1224,52
52,1225,37
52,1226,36
52,1227,32
52,1228,52
52,1229,34
52,1230,44
52,1231,47
52,1232,47
52,1233,45
52,1234,48
52,1235,34
52,1236,52
52,1237,45
52,1238,46
52,1239,36
52,1240,32
52,1241,50
52,1242,34
52,1243,31
52,1244,49
52,1245,33
52,1246,37
52,1247,45
52,1248,52
53,1249,31
53,1250,34
53,1251,45
53,1252,48
53,1253,41
53,1254,47
53,1255,48
53,1256,37
53,1257,33
53,1258,32
53,1259,52
53,1260,52
53,1261,40
53,1262,48
53,1263,43
53,1264,36
53,1265,41
53,1266,41
53,1267,45
53,1268,47
53,1269,49
53,1270,40
53,1271,44
53,1272,52
54,1273,35
54,1274,32
54,1275,52
54,1276,43
54,1277,46
54,1278,46
54,1279,35
54,1280,51
54,1281,35
54,1282,37
54,1283,35
54,1284,52
54,1285,44
54,1286,35
54,1287,42
54,1288,47
